attitude_geodesic_rmse,quaternion_error_mean,position_rmse,velocity_rmse,angular_rate_rmse,gyro_bias_rmse,accel_bias_rmse,disturbance_torque_rmse,disturbance_accel_rmse,nees_mean,nis_mean,runtime_per_step_s,runtime_per_step_s_median,pinn_time_per_step_s,filter_time_per_step_s,total_inference_latency_s,memory_usage_mb,trial,method,n_traj,attitude_geodesic_rmse_std,quaternion_error_mean_std,position_rmse_std,velocity_rmse_std,angular_rate_rmse_std,gyro_bias_rmse_std,accel_bias_rmse_std,disturbance_torque_rmse_std,disturbance_accel_rmse_std,nees_mean_std,nis_mean_std,runtime_per_step_s_std,runtime_per_step_s_median_std,pinn_time_per_step_s_std,filter_time_per_step_s_std,total_inference_latency_s_std,memory_usage_mb_std,trial_std,attitude_geodesic_rmse_var,quaternion_error_mean_var,position_rmse_var,velocity_rmse_var,angular_rate_rmse_var,gyro_bias_rmse_var,accel_bias_rmse_var,disturbance_torque_rmse_var,disturbance_accel_rmse_var,nees_mean_var,nis_mean_var,runtime_per_step_s_var,runtime_per_step_s_median_var,pinn_time_per_step_s_var,filter_time_per_step_s_var,total_inference_latency_s_var,memory_usage_mb_var,trial_var,attitude_geodesic_rmse_ci95_lo,attitude_geodesic_rmse_ci95_hi,position_rmse_ci95_lo,position_rmse_ci95_hi,velocity_rmse_ci95_lo,velocity_rmse_ci95_hi,angular_rate_rmse_ci95_lo,angular_rate_rmse_ci95_hi,runtime_per_step_s_ci95_lo,runtime_per_step_s_ci95_hi,attitude_geodesic_rmse_rel_impr_vs_ekf_pct,position_rmse_rel_impr_vs_ekf_pct,velocity_rmse_rel_impr_vs_ekf_pct,angular_rate_rmse_rel_impr_vs_ekf_pct,p_ttest_vs_ekf_position_rmse,p_wilcoxon_vs_ekf_position_rmse,p_ttest_vs_ekf_attitude_geodesic_rmse,p_wilcoxon_vs_ekf_attitude_geodesic_rmse
0.04822742209985293,0.039044822011727896,0.014379694480117243,0.005245737716889711,0.003332038189009139,0.004084537903106332,0.039684104512022554,0.017543419942489626,0.04131518236168447,549.2229096398274,31.399692102430226,0.05336894180400608,0.0512938090012176,3.9115004862348234e-07,0.053366410624449294,12.808546032961457,454.613828125,49.5,EKF,100,0.012211178888088425,0.009115684245570483,0.02527828763938002,0.02060013170183965,0.0010028218875784134,0.0016566282278624213,0.015337654871770565,0.004217783495468163,0.01013592265752788,637.0915443490823,6.703136683879845,0.03384353884161279,0.03156955023080067,1.8126372636189275e-07,0.033841066091007885,8.122449321987071,2.6168212903842853,29.011491975882016,0.0001491128898368965,8.309569926494192e-05,0.0006389918259792328,0.0004243654261331389,1.0056517382063322e-06,2.7444170853505865e-06,0.00023524365696554734,1.778969761464364e-05,0.00010273692811938702,405885.6358810986,44.93204140277568,0.0011453851213237538,0.0009966365017750468,3.2856538494599136e-14,0.0011452177541759637,65.97418298824823,6.847753665808477,841.6666666666666,0.04580445928499301,0.050650384914712854,0.00936393379600372,0.019395455164230767,0.0011582246641194133,0.009333250769660009,0.003133056570133641,0.0035310198078846366,0.04665364945688594,0.06008423415112622,0.0,0.0,0.0,0.0,,,,
0.04961266494375135,0.04018300001622906,0.014599460908914907,0.005271005004028264,0.00351709809320997,0.004263837166257004,0.04032651276357794,0.019714606246449766,0.042142951310144026,319.7918676152119,30.890957281756133,0.0259982085168643,0.025468598503503016,2.8428341708301257e-07,0.025996841175030573,6.239570044047432,453.8125390625,49.5,Adaptive-EKF,100,0.013420265704925508,0.01011016970560645,0.025253190629317468,0.02061012862077137,0.0011424388653767273,0.0017051679832927856,0.015531875679017247,0.00654957192493709,0.011272648099487886,291.08702794524874,5.7829022959568155,0.01836247279729049,0.018316292225021798,1.0885250972133117e-07,0.018361967178374326,4.4069934713497165,0.9261487762665174,29.011491975882016,0.00018010353159079973,0.00010221553147616243,0.0006377236369606476,0.00042477740176473925,1.3051665611232642e-06,2.9075978512467854e-06,0.00024123916210844746,4.2896892399924144e-05,0.00012707259517488785,84731.65783799803,33.44195896458261,0.00033718040723123313,0.00033548656087239396,1.1848868872632498e-14,0.000337161838659696,19.42159145651902,0.8577515557799676,841.6666666666666,0.04694979307310065,0.05227553681440205,0.00958868001608141,0.019610241801748404,0.00118150834565717,0.009360501662399358,0.0032904134369268045,0.0037437827494931353,0.022354695537121477,0.029641721496607123,-2.872313682929867,-1.5283108351261154,-0.48167271225170255,-5.553955078043777,8.059327157022422e-10,4.0161556854627e-18,3.961811940554072e-13,3.8965598450959084e-18
0.07126788342353056,0.04597612032143866,0.014387527215995755,0.005332159531491807,0.006897452804921793,0.0075321780273624765,0.049144784153257424,0.024504921954775164,0.04338353451049763,1640.6320596630403,34.89783188684581,0.07253280065000582,0.07150014400307554,4.6899990896539136e-07,0.07252980263360465,17.407872156001396,269.7423046875,49.5,UKF,100,0.0844855932851606,0.030628486277538274,0.02528149958883907,0.020377321792941258,0.01057565617676926,0.01042810751576527,0.014327466223211184,0.02977514927229764,0.004940330889468636,12230.700327066537,22.184089828294702,0.009794784804850187,0.009129641535541402,1.393322428072105e-07,0.009794174133222417,2.3507483531640445,121.80545347554013,29.011491975882016,0.007137815472745575,0.0009381041716533503,0.0006391542214604701,0.0004152352434530787,0.00011184450356923779,0.0001087454263603601,0.00020527628837725738,0.0008865595141876066,2.440686929743796e-05,149590030.49050552,492.1338415098484,9.593780937332411e-05,8.335035456748276e-05,1.9413473885687462e-14,9.592584695188308e-05,5.526017819903468,14836.568496381971,841.6666666666666,0.05450410878740544,0.08803165805965568,0.009371129211425803,0.019403925220565707,0.0012888567985432694,0.009375462264440344,0.004799013178912277,0.00899589243093131,0.07058930284531334,0.0744762984546983,-47.774606894752296,-0.05447080874591753,-1.6474673204465236,-107.00401416986506,0.7712324141127416,3.8033334279710974e-05,0.007234893809317075,0.0023698759669958315
0.0441506258893674,0.03559875813965266,0.0141480271843629,0.005195023654964175,0.002980862574446176,0.003808663791272248,0.03898474555819933,0.014942170497994784,0.03988701005339948,47.432218878905154,31.805898133504975,0.027300442895638596,0.02638995850342326,2.75725033134222e-07,0.02729902284159228,6.552106294953265,92.8808984375,49.5,MEKF,100,0.01182837700675551,0.008667821179458642,0.025311284008816375,0.02059233834233238,0.0011842812292082343,0.001794155738740578,0.015331473472135395,0.0033665087858643318,0.00911037474945328,66.1906126098672,7.23424660058628,0.012086212749836704,0.012659302087442474,6.575034636343371e-08,0.012085937456929402,2.900691059960809,2.0147599318150835,29.011491975882016,0.00013991050261394244,7.513112399907179e-05,0.0006406610981749635,0.0004240443984050923,1.4025220298549664e-06,3.2189948148557494e-06,0.00023505407882679134,1.1333381405301739e-05,8.29989280754759e-05,4381.19719766951,52.33432387809415,0.0001460765386343153,0.00016025792934112537,4.3231080469115004e-15,0.00014606988421280915,8.414008625336562,4.059257582847519,841.6666666666666,0.04180361927271147,0.046497632506023324,0.009125719304691735,0.019170335064034066,0.00110905697379829,0.00928099033613006,0.0027458754854021183,0.0032158496634902335,0.024902276073768007,0.029698609717509185,8.453274160175285,1.6110724471557316,0.9667670147184835,10.539363435909284,6.312821757692302e-49,3.8965598450959084e-18,3.7058709299119124e-27,8.998385137455785e-17
0.23998462920926708,0.19106700794281853,52.568318733121984,0.5677961736228625,0.0019789923877170444,1.4826617072519283e-06,1.1506119381269925e-05,0.0029368151824099523,0.004153676339659639,,,0.0005632414333328294,0.0005404654977610335,0.00018880178762386394,0.0,0.13517794399987906,94.2692578125,49.5,PINN-only,100,0.10064128432543547,0.07664746173914634,3.0656743075341253,0.032758702038156874,0.000632906200595428,2.140782084441888e-06,1.4378743536614365e-05,0.0005070033586109842,0.00023708349728781815,,,4.933671708676828e-05,4.127439142997642e-05,2.7660783024082337e-05,0.0,0.011840812100824386,0.09147373209124698,29.011491975882016,0.010128668110673143,0.005874833391053903,9.39835895987484,0.0010731325592247434,4.005702587521402e-07,4.5829479330673536e-12,2.067482656917294e-10,2.570524056428183e-07,5.620858468622287e-08,,,2.4341116528998133e-09,1.7035753879149111e-09,7.651189175053616e-10,0.0,0.00014020483120702923,0.00836744366270123,841.6666666666666,0.22001521497047133,0.25995404344806283,51.96002244021677,53.1766150260272,0.5612961364332546,0.5742962108124704,0.0018534100665184843,0.0021045747089156047,0.0005534519582949105,0.0005730309083707483,-397.6103195240015,-365473.2658702035,-10723.952783508945,40.60715167536706,2.866398577249288e-124,3.8965598450959084e-18,1.1050703141361837e-33,3.8965598450959084e-18
0.5569320225562423,0.42982531941980523,38.294154389796226,0.38269951143764724,0.004345053382850732,1.4826617072519283e-06,1.1506119381269925e-05,0.005048034259192354,0.0031908609354786917,,,0.0011408004254917614,0.001115718501387164,0.0006988678499813736,0.0,0.27379210211802274,96.5834765625,49.5,Transformer-only,100,0.20423946080309582,0.146123642029841,4.04937895775452,0.04394691508278051,0.0013387812629834218,2.140782084441888e-06,1.4378743536614365e-05,0.0009306880907798222,0.0003572439801852324,,,5.197723716873082e-05,7.299478243702113e-05,3.6566040056506426e-05,0.0,0.012474536920495397,0.11214374000368056,29.011491975882016,0.04171375734913932,0.02135211876006511,16.397469943505083,0.0019313313452931208,1.792335270115486e-06,4.5829479330673536e-12,2.067482656917294e-10,8.661803223193904e-07,1.276232613785867e-07,,,2.7016331836944926e-09,5.328238263028048e-09,1.3370752854140325e-09,0.0,0.00015561407138080276,0.012576218422013103,841.6666666666666,0.5164064825254051,0.5974575625870795,37.49066975265884,39.097639026933614,0.37397949004992903,0.39141953282536546,0.004079410135202934,0.004610696630498529,0.0011304870139830791,0.0011511138370004436,-1054.8036330930918,-266207.1488948908,-7195.437402550055,-30.402268412861055,8.218527410087126e-99,3.8965598450959084e-18,2.0513971949536543e-43,3.8965598450959084e-18
0.04191751722682544,0.033908929370644235,0.01454575983494582,0.0048836828193221,0.002762781551274498,0.0036351526240300915,0.026780669137035237,0.0030347367794924525,0.027403399353921238,407.246065306089,31.360429186334123,0.020538412521277985,0.01992867650289554,0.00035727711680616877,0.02018010924609067,4.929219005106716,97.469453125,49.5,PINN+EKF,100,0.009560351475245222,0.0075354110452095216,0.024762672714382723,0.018776444845095996,0.0006962819663958896,0.0016002195526843587,0.01839770443630342,0.0005611267058448497,0.011629874337958012,498.54630837690695,5.957621607397818,0.0005794950631778497,0.0011211893726987385,2.1454964290418604e-05,0.0005621873266486725,0.13907881516268397,0.14328014330449523,29.011491975882016,9.140032033022349e-05,5.678241962026565e-05,0.0006131899599596346,0.00035255488102093203,4.848085767281268e-07,2.5607026167933294e-06,0.00033847552852557864,3.148631800122925e-07,0.00013525397711669433,248548.42159624203,35.49325521693336,3.3581452824750006e-07,1.2570656094525905e-06,4.6031549270313746e-10,3.160545902443813e-07,0.019342916827056012,0.02052919946535669,841.6666666666666,0.040020536080794866,0.04381449837285602,0.009632308338299356,0.019459211331592282,0.0011580288041054122,0.008609336834538787,0.002624624103193833,0.002900938999355163,0.02042342812850617,0.0206533969140498,13.083645358367042,-1.1548601053951058,6.901887153105315,17.0843371367218,0.1337812552169434,2.1483778414073065e-12,1.0163728154057926e-21,5.430296382634715e-18
0.06401936073961187,0.041475743628610395,0.014461564824742172,0.0049182463914342195,0.004914222079048884,0.0056359821027302595,0.03118320616312977,0.0030443059403354933,0.01917273931022829,1727.9823718837783,33.35257101176792,0.022025592558430312,0.0214481210015947,0.0003574660791976689,0.02166709587516865,5.286142214023275,97.799765625,49.5,PINN+UKF,100,0.07780870439497238,0.03018638521972437,0.02482925167729764,0.01879492114195143,0.007136217753321703,0.007182821293508361,0.017276411667555256,0.0005720572499225468,0.0024720283624012234,11980.600660333423,8.35731570535301,0.0005109129962752771,0.0010840359575000108,1.457947483505483e-05,0.0005001391462867376,0.12261911910606654,0.10368559010797261,29.011491975882016,0.006054194479624193,0.000911217852633594,0.0006164917388545877,0.0003532490607321728,5.092560382282385e-05,5.1592921734477125e-05,0.00029847440010683933,3.2724949718894716e-07,6.110924224516075e-06,143534792.18238166,69.84472579894008,2.6103208976298135e-07,1.1751339571529653e-06,2.1256108646599704e-10,2.501391656484268e-07,0.015035448370347732,0.010750701596038508,841.6666666666666,0.048580425715463796,0.07945829576375994,0.009534902617412227,0.019388227032072117,0.0011889262780752229,0.008647566504793217,0.0034982416554135976,0.00633020250268417,0.02192421633563079,0.022126968781229835,-32.74472893670818,-0.5693468991161854,6.242998470950372,-47.483966278016915,0.4823392973978339,3.2597229137929655e-12,0.04631979610047852,0.00018336434663245005
0.036276014351268406,0.029027706253644772,0.014323589882902707,0.004860045784567411,0.002475097345863144,0.0033883822037300256,0.025739502823016912,0.0029888670183416347,0.02537172551858139,45.553553047143176,31.872368248240356,0.024986680062696297,0.024293775998521595,0.00039621434590177764,0.024589435962518714,5.996803215047112,97.7744921875,49.5,PINN+MEKF,100,0.009421267034947133,0.007346545390671831,0.024795334954587744,0.018774163406378115,0.0006515542510455822,0.0016017519525004225,0.018355548630595696,0.0005567177749581135,0.010330729322176347,65.38964704165556,6.615172730078358,0.000510334986030905,0.001079179431102344,1.0581238031591019e-05,0.0005027354594124309,0.12248039664741718,0.019223867510232646,29.011491975882016,8.876027254378154e-05,5.3971729177201525e-05,0.0006148086355102009,0.0003524692116093871,4.2452294205556946e-07,2.565609317338916e-06,0.0003369261655301635,3.0993468095431275e-07,0.00010672396832807415,4275.805940232294,43.760510248772356,2.6044179796716406e-07,1.1646282445143785e-06,1.1196259828118819e-10,2.52742942150628e-07,0.015001447562908641,0.0003695570820509784,841.6666666666666,0.034406630575651964,0.03814539812688485,0.009403657489187082,0.01924352227661833,0.0011348444562885264,0.008585247112846296,0.0023458148468828606,0.0026043798448434274,0.024885418529669284,0.02508794159572331,24.781353073028903,0.3901654328755849,7.352482208183736,25.718217935576142,0.6089468902865289,0.09071161614888014,4.776898050009996e-36,4.670683307897806e-18
0.03891815178658658,0.03121633196353979,0.014220357118243614,0.005039096038848458,0.0025834280353105804,0.0034621617923772867,0.0328223410048121,0.005190890081708311,0.032905408737038455,46.262370595311175,31.764755643572002,0.02580466973749572,0.025335006000241266,0.00095649257528324,0.02484708253289864,6.193120736998972,97.91203125,49.5,Transformer+MEKF,100,0.010747800364452833,0.007933502913938474,0.025057517959222,0.01961637496641369,0.0007503328392695441,0.0015783288872464026,0.01649882062043687,0.0006675921379699317,0.009377994031862248,65.5192097840473,7.051398037034428,0.0006381668844191495,0.0011500176111571337,4.151114290962075e-05,0.0006055332358959672,0.1531600522605959,0.0768489539209871,29.011491975882016,0.00011551521267413245,6.294046848547024e-05,0.0006278792062767329,0.0003848021668229417,5.629993696862955e-07,2.4911220763164674e-06,0.00027221108186535283,4.456792626792643e-07,8.794677206164395e-05,4292.7668507260005,49.72221427669298,4.0725697236924414e-07,1.3225405059715603e-06,1.723174985662957e-09,3.6667049977464096e-07,0.02345800160846847,0.0059057617187499994,841.6666666666666,0.03678555501904518,0.04105074855412798,0.009248401928306678,0.01919231230818055,0.00114678166514511,0.008931410412551806,0.002434545721409521,0.00273231034921164,0.025678043582495164,0.025931295892496275,19.30285698039568,1.1080719558676595,3.9392300796116504,22.467034026437,0.001917650717547134,1.200308279272379e-15,1.0923072331808196e-33,3.433907108732613e-17
0.03548876546705535,0.028541200204561957,0.013945926973568367,0.004908986458439121,0.002440150804255893,0.0033571572083356854,0.03149971665937721,0.0029883801314064666,0.01941639980664107,28.26038449427318,31.986486683691105,0.04678655087894002,0.04643189249502029,0.00048746586249520386,0.0462816637292223,11.228772210945609,98.20171875,49.5,PINN+UKF+MEKF,100,0.008192738566659303,0.006572968612678052,0.02482012261045468,0.01880084850301082,0.0006115558153380857,0.001598815776822636,0.017168981297122805,0.0005563185183782094,0.0025598748052735043,38.66207386140488,6.712264155439083,0.000857116087027952,0.0013559132038890535,1.7115177080680026e-05,0.0008429487551971729,0.20570786088670845,0.08594739956755086,29.011491975882016,6.712096522162673e-05,4.3203916383250837e-05,0.0006160384863980036,0.0003534719044331642,3.740005152738309e-07,2.5562118882169685e-06,0.0002947739187809527,3.0949029389052603e-07,6.552959018674061e-06,1494.7559552647263,45.05449009239235,7.346479866421078e-07,1.838500616480678e-06,2.9292928650303485e-10,7.105626038884633e-07,0.042315724030585394,0.007386955492424242,841.6666666666666,0.033863148392667235,0.03711438254144347,0.00902107617115662,0.018870777775980115,0.0011784902280509023,0.00863948268882734,0.002318804862692385,0.0025614967458194014,0.04661648045200419,0.04695662130587585,26.413720821367367,3.0165279738637323,6.419521459609997,26.767021689462382,9.347424274822345e-05,1.4934266550748764e-14,5.747727935160763e-34,4.3971135541818935e-18
